title,year,rating_imdb,genre,language
Noedebo Vicarage,1974,5.4,"['Comedy', 'Drama', 'Family', 'Romance']",Danish
"Lacombe, Lucien",1974,7.6,"['Drama', 'War']","French, German, English"
Busting,1974,6.4,"['Comedy', 'Crime', 'Drama', 'Thriller']",English
"Those Mad, Mad Moviemakers",1974,4.7,['Comedy'],English
The Spikes Gang,1974,6.3,"['Drama', 'Western']",English
Alpenglühn im Dirndlrock,1974,4.7,['Comedy'],German
Tarzan,1999,7.3,"['HandDrawn Animation', 'Jungle Adventure', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Music']",English
Being John Malkovich,1999,7.7,"['Body Swap Comedy', 'HighConcept Comedy', 'Psychological Drama', 'Satire', 'Showbiz Drama', 'Supernatural Fantasy', 'Comedy', 'Drama', 'Fantasy']",English
East Is East,1999,6.9,"['Satire', 'Comedy', 'Drama']","English, Urdu"
Himalaya,1999,7.4,['Drama'],Tibetan
Catfish in Black Bean Sauce,1999,6.6,"['Comedy', 'Drama']",English
Sugar Town,1999,6.1,"['Comedy', 'Music']",English
Jin-Roh: The Wolf Brigade,1999,7.3,"['Adult Animation', 'Anime', 'Animation', 'Drama', 'SciFi', 'Thriller']",Japanese
Virtual Sexuality,1999,5.1,"['Teen Comedy', 'Comedy', 'Drama', 'Romance', 'SciFi']",English
Inferno,1999,5.2,"['Action', 'Comedy', 'Drama', 'Romance']",English
Suckers,1999,6.4,['Comedy'],English
Kachche Dhaage,1999,6.0,"['Action', 'Drama', 'Thriller']",Hindi
Mann - Soul's Heart,1999,6.2,"['Drama', 'Romance']",Hindi
Futureworld,1976,5.7,"['Artificial Intelligence', 'Dystopian SciFi', 'SciFi', 'Thriller']",English
The Bawdy Adventures of Tom Jones,1976,4.4,['Comedy'],English
Eat My Dust,1976,5.4,"['Car Action', 'Slapstick', 'Action', 'Comedy', 'Romance']",English
Little Girl... Big Tease,1976,5.1,"['Drama', 'Romance']",English
Suvi,1976,7.7,"['Comedy', 'Drama']",Estonian
"Young, Violent, Dangerous",1976,6.5,"['Crime', 'Drama', 'Thriller']",Italian
"Pacho, hybský zbojník",1976,7.9,['Comedy'],Slovak
The Parent Trap,1998,6.7,"['FeelGood Romance', 'Adventure', 'Comedy', 'Drama', 'Family', 'Romance']","English, French"
Dead Man on Campus,1998,6.0,['Comedy'],English
Slam,1998,7.0,['Drama'],English
The Other Conquest,1998,6.6,"['Drama', 'History']","Spanish, Nahuatl"
SLC Punk!,1998,7.4,"['Dark Comedy', 'Comedy', 'Drama', 'Music', 'Romance']",English
Southie,1998,5.4,['Drama'],English
Such a Long Journey,1998,7.2,['Drama'],English
True Friends,1998,5.4,['Drama'],English
Dushman,1998,6.8,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller']",Hindi
Hamilton,1998,5.8,"['Action', 'Adventure', 'Crime', 'Thriller']","English, Swedish, Russian"
Progeny,1998,4.9,"['Horror', 'SciFi', 'Thriller']",English
Milo,1998,4.1,"['Slasher Horror', 'Horror']",English
Legal Eagles,1986,6.0,"['Comedy', 'Crime', 'Romance']",English
An American Tail,1986,6.9,"['Animal Adventure', 'HandDrawn Animation', 'Urban Adventure', 'Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Musical']",English
F/X,1986,6.7,"['Action', 'Thriller']",English
Allan Quatermain and the Lost City of Gold,1986,4.6,"['Farce', 'Jungle Adventure', 'Quest', 'Superhero', 'Action', 'Adventure', 'Comedy']",English
Salvador,1986,7.4,"['Drama', 'History', 'Thriller', 'War']","English, Spanish"
Half Moon Street,1986,5.4,"['Political Thriller', 'Drama', 'Thriller']",English
The Sacrifice,1986,7.9,['Drama'],"Swedish, Icelandic"
Body Count,1986,4.8,"['Slasher Horror', 'Horror', 'Mystery']","Italian, English"
Red Headed Stranger,1986,6.6,['Western'],English
Magic Crystal,1986,6.2,"['Slapstick', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'SciFi']",Cantonese
The Whoopee Boys,1986,5.7,"['Comedy', 'Romance']",English
Flower and Snake 3: Punishment,1986,4.8,['Thriller'],Japanese
Kamikaze,1986,5.9,"['Crime', 'SciFi', 'Thriller']",French
Krrish 3,2013,5.3,"['Superhero', 'Action', 'SciFi']",Hindi
The Attacks of 26/11,2013,6.9,"['Docudrama', 'Tragedy', 'True Crime', 'Action', 'Crime', 'Drama', 'History', 'Thriller']",Hindi
Knights of Badassdom,2013,5.6,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror']",English
Anohana the Movie: The Flower We Saw That Day (Ano hi mita hana no namae wo bokutachi wa mada shiran,2013,7.3,"['Anime', 'Adventure', 'Animation', 'Drama', 'Family', 'Fantasy', 'Mystery', 'Romance']",Japanese
Going Attractions: The Definitive Story of the American Drive-in Movie,2013,6.9,"['News', 'Documentary', 'Family', 'History', 'Romance']",English
American Meat,2013,8.0,['Documentary'],English
Magic Mike's Last Dance,2023,5.2,"['Showbiz Drama', 'Comedy', 'Drama']",English
Priscilla,2023,6.5,"['ComingofAge', 'Dark Romance', 'Docudrama', 'Period Drama', 'Showbiz Drama', 'Teen Romance', 'Biography', 'Drama', 'Music', 'Romance']",English
Anatomy of a Fall,2023,7.7,"['Legal Drama', 'Legal Thriller', 'Psychological Drama', 'Psychological Thriller', 'Crime', 'Drama', 'Thriller']","French, English"
Inside,2023,5.5,"['Psychological Drama', 'Drama', 'Thriller']",English
The Essential Church,2023,5.7,"['Documentary', 'Drama', 'History']",English
¡Que viva México!,2023,5.6,"['Quirky Comedy', 'Comedy']",Spanish
Once Again (For the Very First Time),2023,8.2,"['Drama', 'Music', 'Romance']",English
Fast Charlie,2023,6.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","English, Latin"
Friday the 13th,2009,5.5,"['Slasher Horror', 'Suspense Mystery', 'Teen Horror', 'Horror', 'Mystery', 'Thriller']","English, Ukrainian"
Adventureland,2009,6.8,"['ComingofAge', 'Teen Comedy', 'Teen Romance', 'Comedy', 'Drama', 'Romance']",English
Mother and Child,2009,7.2,"['Drama', 'Romance']",English
Me and Mrs. Khanna,2009,3.4,"['Comedy', 'Drama', 'Romance']",Hindi
Peter and Vandy,2009,6.3,"['Drama', 'Romance']",English
Mugabe and the White African,2009,7.7,['Documentary'],"English, Shona"
My Year Without Sex,2009,5.8,"['Comedy', 'Drama']",English
St. Helens,1981,6.1,"['Adventure', 'Drama']",English
A szeleburdi család,1981,7.1,"['Comedy', 'Family']",Hungarian
"Diana, Eva: Two Strange Women",1981,5.8,"['Drama', 'Horror', 'Mystery']",Portuguese
"Sexo, Sua Única Arma",1981,5.2,['Drama'],Portuguese
Heat of Desire,1981,5.7,"['Drama', 'Romance']",French
Chehre Pe Chehra,1981,6.4,"['Drama', 'Horror', 'Romance', 'SciFi', 'Thriller']",Hindi
Krakonos a lyzníci,1981,6.9,"['Comedy', 'Family']",Czech
Chakra,1981,7.0,['Drama'],Hindi
The Wedding Ringer,2015,6.6,"['Comedy', 'Romance']","English, Spanish, Ukrainian"
The Perfect Guy,2015,5.6,"['Drama', 'Romance', 'Thriller']",English
The Gift,2015,7.0,"['Psychological Thriller', 'Drama', 'Mystery', 'Thriller']",English
Jem and the Holograms,2015,4.2,"['Teen Adventure', 'Adventure', 'Drama', 'Family', 'Fantasy', 'Music', 'Romance', 'SciFi']",English
Veteran,2015,7.0,"['Action', 'Comedy', 'Crime', 'Thriller']","Korean, Russian, English"
Janis: Little Girl Blue,2015,7.4,"['Music Documentary', 'Biography', 'Documentary', 'Music']",English
Ho Mann Jahaan,2015,7.0,"['Drama', 'Music', 'Musical']",Urdu
Stonewall,2015,5.4,"['Drama', 'History']",English
Zhongkui: Snow Girl and the Dark Crystal,2015,5.3,"['Action', 'Fantasy', 'Romance']",Mandarin
Requiem for the American Dream,2015,8.0,"['News', 'Biography', 'Documentary']",English
Tab Hunter Confidential,2015,7.5,"['Biography', 'Documentary']",English
The Club,2015,7.2,"['Dark Comedy', 'Drama', 'Mystery', 'Thriller']",Spanish
Phantom Boy,2015,6.6,"['Superhero', 'Action', 'Adventure', 'Animation', 'Family', 'Fantasy', 'SciFi']",French
Monster Hunt,2015,6.1,"['Martial Arts', 'Quirky Comedy', 'Supernatural Fantasy', 'Adventure', 'Comedy', 'Fantasy']",Mandarin
Anesthesia,2015,6.1,"['Crime', 'Drama']",English
Chevalier,2015,6.2,"['Comedy', 'Drama']","Greek, English"
Old,2021,5.8,"['Body Horror', 'Conspiracy Thriller', 'Psychological Horror', 'Psychological Thriller', 'Suspense Mystery', 'Drama', 'Horror', 'Mystery', 'Thriller']",English
Dear Evan Hansen,2021,6.1,"['Pop Musical', 'Teen Drama', 'Drama', 'Musical']",English
Sooryavanshi,2021,5.9,"['Cop Drama', 'Action', 'Crime', 'Drama', 'Thriller']",Hindi
Eiffel,2021,6.2,"['Period Drama', 'Biography', 'Drama', 'History', 'Romance']","French, English"
Mothering Sunday,2021,6.0,"['Drama', 'Romance']",English
Freakscene: The Story of Dinosaur Jr.,2021,6.8,"['Documentary', 'Music']",English
"Costa Brava, Lebanon",2021,6.7,['Drama'],Arabic
The Pink Cloud,2021,6.0,"['Drama', 'SciFi']","Portuguese, English"
The Burning Sea,2021,6.3,"['Disaster', 'Action', 'Drama', 'Thriller']",Norwegian
Descarrilados,2021,4.6,['Comedy'],Spanish
Red Notice,2021,6.3,"['Action', 'Comedy', 'Thriller']","English, Russian, Italian, Spanish, Indonesian"
The Guilty,2021,6.3,"['Crime', 'Drama', 'Thriller']","English, Spanish"
A Quiet Place in the Country,1968,6.5,"['Drama', 'Fantasy', 'Horror']","Italian, English"
A Midsummer Night's Dream,1968,6.5,"['Comedy', 'Fantasy', 'Romance']",English
Isadora,1968,6.8,"['Period Drama', 'Biography', 'Drama', 'Music', 'Romance']","English, Russian, French, German"
The Stalking Moon,1968,6.6,"['OnePerson Army Action', 'Drama', 'Western']",English
The Savage Seven,1968,5.4,"['Action', 'Crime', 'Drama', 'Thriller']",English
Who Saw Him Die?,1968,6.8,['Drama'],"Swedish, English"
Even the Wind Is Afraid,1968,7.2,"['Drama', 'Horror', 'Mystery', 'Thriller']",Spanish
The Girl with a Pistol,1968,6.6,"['Dark Comedy', 'Comedy', 'Drama', 'Romance', 'Thriller']","Italian, English"
La rivoluzione sessuale,1968,5.1,['Drama'],Italian
Lucrezia,1968,4.4,"['Adventure', 'Drama']",Italian
The Lustful Turk,1968,4.3,"['Drama', 'Romance']",English
Killers Three,1968,4.7,"['Crime', 'Drama']",English
Sappho '68,1968,4.1,['Drama'],English
Fantastic Beasts and Where to Find Them,2016,7.2,"['Supernatural Fantasy', 'Sword  Sorcery', 'Adventure', 'Family', 'Fantasy']","English, Central Khmer"
Now You See Me 2,2016,6.4,"['Caper', 'Action', 'Adventure', 'Comedy', 'Crime', 'Mystery', 'Thriller']","English, Mandarin, Cantonese"
The BFG,2016,6.3,"['Adventure', 'Family', 'Fantasy']","English, Hindi"
Dirty Grandpa,2016,5.9,"['Buddy Comedy', 'Raunchy Comedy', 'Road Trip', 'Comedy']",English
The 5th Wave,2016,5.2,"['Alien Invasion', 'ComingofAge', 'Dystopian SciFi', 'Survival', 'Action', 'Adventure', 'SciFi', 'Thriller']",English
The Young Messiah,2016,5.7,"['Drama', 'Fantasy']",English
Swiss Army Man,2016,6.9,"['Buddy Comedy', 'Dark Comedy', 'Comedy', 'Drama', 'Fantasy', 'Romance']",English
Elle,2016,7.1,"['Tragedy', 'Workplace Drama', 'Crime', 'Drama', 'Thriller']",French
Three,2016,5.9,"['Action', 'Crime', 'Thriller']","Mandarin, English, Cantonese"
Never Gone,2016,5.2,"['Drama', 'Romance']",Chinese
I Married an Anti-Fan,2016,5.8,"['Comedy', 'Romance']","Chinese, Mandarin, Korean"
Dongju: The Portrait of a Poet,2016,7.2,"['Biography', 'Drama']","Korean, Japanese"
My Annoying Brother,2016,7.3,"['Buddy Comedy', 'Comedy', 'Drama', 'Sport']",Korean
From the Land of the Moon,2016,6.6,"['Period Drama', 'Steamy Romance', 'Tragic Romance', 'Drama', 'Romance']","French, Spanish, German"
Is That a Gun in Your Pocket?,2016,5.0,"['Satire', 'Comedy']",English
The Road Movie,2016,6.4,['Documentary'],Russian
Off the Rails,2016,7.1,['Documentary'],English
Blow,2001,7.5,"['Docudrama', 'Drug Crime', 'Tragedy', 'True Crime', 'Biography', 'Crime', 'Drama']",English
Gosford Park,2001,7.2,"['Dark Comedy', 'Whodunnit', 'Comedy', 'Drama', 'Mystery']","English, Latin"
Evolution,2001,6.1,"['Alien Invasion', 'Comedy', 'SciFi']",English
Valentine,2001,4.9,"['Dark Comedy', 'Slasher Horror', 'Horror', 'Mystery', 'Thriller']","English, Cantonese"
O,2001,6.1,"['Drama', 'Romance', 'Thriller']",English
The Shipping News,2001,6.7,"['Tragedy', 'Drama']",English
Texas Rangers,2001,5.2,"['Action', 'Adventure', 'Drama', 'Thriller', 'Western']",English
The Legend of Suriyothai,2001,6.4,"['Action', 'Adventure', 'Biography', 'Drama', 'History', 'War']",Thai
Porn Star: The Legend of Ron Jeremy,2001,6.4,"['Biography', 'Documentary']",English
Little Secrets,2001,6.4,"['Comedy', 'Drama', 'Family', 'Music']",English
Green Dragon,2001,6.1,"['Drama', 'War']","English, Vietnamese"
Amy's Orgasm,2001,5.3,"['Comedy', 'Romance']",English
No Such Thing,2001,6.0,"['Dark Comedy', 'Comedy', 'Drama', 'Fantasy']","English, Icelandic"
L'autre monde,2001,5.8,"['Crime', 'Drama', 'War']","French, Arabic"
Blackwoods,2001,3.2,"['Drama', 'Mystery', 'Thriller']",English
Suicide Club,2001,6.5,"['Dark Comedy', 'Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",Japanese
Rocky IV,1985,6.9,"['Boxing', 'Political Drama', 'Drama', 'Sport']","English, Russian"
A Nightmare on Elm Street 2: Freddy's Revenge,1985,5.5,"['Body Horror', 'Slasher Horror', 'Supernatural Horror', 'Teen Horror', 'Horror']",English
Cat's Eye,1985,6.3,"['Monster Horror', 'Comedy', 'Drama', 'Horror', 'Thriller']",English
Fast Forward,1985,5.6,"['Pop Musical', 'Drama', 'Musical']",English
Pray for Death,1985,5.7,"['Dark Comedy', 'Action', 'Crime', 'Drama', 'Thriller']",English
Hold-Up,1985,6.5,"['Comedy', 'Crime']","English, French"
Igor and the Lunatics,1985,3.1,['Horror'],English
Oriana,1985,6.7,"['Drama', 'Mystery', 'Romance']","Spanish, French"
Elvis Gratton: Le king des kings,1985,7.1,"['Comedy', 'Music']","French, English"
Arjun,1985,7.2,"['Action', 'Crime', 'Drama']",Hindi
Scream,1996,7.4,"['Dark Comedy', 'Slasher Horror', 'Suspense Mystery', 'Teen Horror', 'Whodunnit', 'Horror', 'Mystery']",English
The Long Kiss Goodnight,1996,6.8,"['Dark Comedy', 'OnePerson Army Action', 'Action', 'Crime', 'Drama', 'Holiday', 'Mystery', 'Thriller']","English, Spanish"
Emma,1996,6.6,"['Costume Drama', 'Period Drama', 'Romantic Comedy', 'Comedy', 'Drama', 'Romance']",English
The Crow: City of Angels,1996,4.6,"['Dark Comedy', 'Superhero', 'Action', 'Crime', 'Fantasy', 'Horror', 'Thriller']",English
Bio-Dome,1996,4.4,"['Slapstick', 'Comedy']",English
Girl 6,1996,5.3,"['Comedy', 'Drama']",English
Joe's Apartment,1996,5.5,"['Comedy', 'Fantasy', 'Musical', 'SciFi']","English, Spanish"
The Promise,1996,7.7,"['ComingofAge', 'Drama']","French, Romanian"
Kissed,1996,6.4,"['Drama', 'Romance']",English
Amarcord,1973,7.8,"['Satire', 'Comedy', 'Drama']","Italian, Greek, Ancient to 1453"
The Day of the Jackal,1973,7.8,"['Political Thriller', 'Spy', 'Crime', 'Drama', 'Thriller']","English, Italian, French"
The Demons,1973,5.2,['Horror'],"French, Spanish"
Bawdy Tales,1973,5.7,"['Comedy', 'Crime', 'Drama', 'History', 'Horror']",Italian
Massage Parlor Murders!,1973,4.7,"['Crime', 'Mystery', 'Thriller']",English
Bust Out,1973,4.5,"['Drama', 'Thriller']",English
Naked Over the Fence,1973,5.4,['Thriller'],Dutch
Vengeance of the Zombies,1973,4.8,['Horror'],Spanish
The Serpent,1973,6.2,"['Drama', 'Thriller']","English, German, French"
Psyched by the 4D Witch,1973,3.2,"['Supernatural Horror', 'Horror']",English
The House That Vanished,1973,5.0,"['Crime', 'Horror']",English
Mean Frank and Crazy Tony,1973,5.9,"['Comedy', 'Crime']","English, Italian, French"
Swingers' Paradise,1964,5.3,"['Music', 'Musical', 'Romance']",English
The Americanization of Emily,1964,7.3,"['Dark Comedy', 'Comedy', 'Drama', 'Romance', 'War']",English
Muscle Beach Party,1964,5.2,"['Comedy', 'Musical']",English
Apache Rifles,1964,6.4,['Western'],English
The 7th Dawn,1964,6.4,"['Adventure', 'Drama', 'War']",English
The Magnificent Cuckold,1964,6.8,"['Comedy', 'Drama']",Italian
Warm Nights and Hot Pleasures,1964,4.3,['Drama'],English
Law of the Lawless,1964,6.0,['Western'],English
Honeymoon of Horror,1964,3.3,['Horror'],English
The Cincinnati Kid,1965,7.2,['Drama'],English
I Saw What You Did,1965,6.2,"['Slasher Horror', 'Crime', 'Horror', 'Thriller']",English
El señor doctor,1965,6.9,"['Comedy', 'Drama', 'Family']",Spanish
Nai Umar Ki Nai Fasal,1965,6.3,"['Drama', 'Family', 'Musical']",Hindi
"What's Up, Doc?",1972,7.7,"['Screwball Comedy', 'Slapstick', 'Comedy', 'Romance']","English, French, German"
Sixteen,1972,5.0,['Drama'],English
Journey Back to Oz,1972,5.7,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Musical']",English
Pink Floyd: Live at Pompeii,1972,8.6,"['Concert', 'Documentary', 'Music']",English
Rektor på sengekanten,1972,4.5,['Comedy'],Danish
"Jesus, Mary and Joseph",1972,7.4,"['Drama', 'Family', 'History']",Spanish
One-Armed Boxer,1972,6.8,"['Kung Fu', 'Action', 'Drama', 'Fantasy']",Mandarin
The War Between Men and Women,1972,6.1,"['Comedy', 'Drama']",English
For the Love of Ada,1972,5.8,"['Comedy', 'Romance']",English
Asta-seara dansam in familie,1972,8.3,['Comedy'],Romanian
You Don't Mess with the Zohan,2008,5.6,"['Slapstick', 'Action', 'Comedy']","English, Hebrew"
Smart People,2008,6.1,"['Comedy', 'Drama', 'Romance']","English, Spanish, French"
Departures,2008,8.0,['Drama'],Japanese
More Than a Game,2008,7.6,"['Basketball', 'Sports Documentary', 'Biography', 'Documentary', 'Sport']",English
The Broken Line,2008,6.2,['Drama'],French
The Red Baron,2008,6.3,"['Action', 'Adventure', 'Biography', 'Drama', 'Romance', 'War']","German, English, French"
August,2008,5.3,"['Drama', 'Financial Drama']",English
Extreme Movie,2008,3.7,"['Satire', 'Comedy']",English
Welcome to the Sticks,2008,7.1,"['Parody', 'Comedy', 'Romance']",French
The Cooler,2003,6.9,"['Drama', 'Romance']",English
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,7.8,"['Anime', 'Adventure', 'Animation', 'Music', 'SciFi']",English
Veronica Guerin,2003,6.8,"['Tragedy', 'True Crime', 'Biography', 'Crime', 'Drama', 'Thriller']",English
Love Me If You Dare,2003,7.5,"['Dark Comedy', 'Tragedy', 'Comedy', 'Drama', 'Romance']",French
Travelers and Magicians,2003,7.4,"['Adventure', 'Drama']",Dzongkha
Reconstruction,2003,7.3,"['Drama', 'Romance']","Danish, Swedish"
Snowboarder,2003,3.5,"['Extreme Sport', 'Crime', 'Drama', 'Sport']",French
Cats Don't Dance,1997,6.9,"['HandDrawn Animation', 'Parody', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical']",English
Two Girls and a Guy,1997,5.5,"['Dark Comedy', 'Drama']",English
Kiss or Kill,1997,6.3,"['Crime', 'Drama', 'Thriller']",English
Insomnia,1997,7.2,"['Crime', 'Mystery', 'Thriller']","Norwegian, Swedish"
Genealogies of a Crime,1997,6.4,"['Crime', 'Drama', 'Thriller']",French
Ill Gotten Gains,1997,5.2,"['Drama', 'History']",English
Mughal-E-Azam,1960,8.1,"['Period Drama', 'Tragic Romance', 'Drama', 'Romance', 'War']","Hindi, Urdu"
Too Young to Love,1960,5.9,['Drama'],English
Bushidô muzan,1960,7.4,['Drama'],Japanese
Todo el año es Navidad,1960,5.2,"['Comedy', 'Drama', 'Fantasy']",Spanish
The Piano,1993,7.5,"['Period Drama', 'Steamy Romance', 'Drama', 'Music', 'Romance']","English, British Sign Language, Maori"
We're Back! A Dinosaur's Story,1993,6.0,"['Dinosaur Adventure', 'Time Travel', 'Urban Adventure', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'SciFi']",English
Dragon Ball Z: Broly - The Legendary Super Saiyan,1993,7.4,"['Adult Animation', 'Anime', 'Superhero', 'Action', 'Animation', 'Fantasy', 'SciFi']",Japanese
House of Cards,1993,6.1,['Drama'],English
The Gospel According to Matthew,1993,8.0,"['Adventure', 'Biography', 'Drama', 'History']",English
Shhh!,1993,8.6,"['Horror', 'Mystery', 'Thriller']",Kannada
Hammers Over the Anvil,1993,5.6,"['Period Drama', 'Biography', 'Drama', 'Romance']",English
Goosebumps 2: Haunted Halloween,2018,5.6,"['Adventure', 'Comedy', 'Fantasy', 'Horror']",English
Hell Fest,2018,5.5,"['Slasher Horror', 'Teen Horror', 'Horror', 'Mystery', 'Thriller']",English
Can You Ever Forgive Me?,2018,7.1,"['True Crime', 'Biography', 'Comedy', 'Crime', 'Drama']",English
The Biggest Little Farm,2018,8.0,"['Food Documentary', 'Nature Documentary', 'Documentary', 'Family']","English, Spanish"
Race 3,2018,1.9,"['Action', 'Thriller']",Hindi
Capernaum,2018,8.4,['Drama'],"Arabic, Amharic"
102 Not Out,2018,7.4,"['Comedy', 'Drama']",Hindi
Transit,2018,6.9,"['Drama', 'SciFi']","German, French, French Sign Language"
The Game Changers,2018,7.8,"['Documentary', 'Sport']",English
Fragments of Truth,2018,8.5,['Documentary'],English
The Iron Orchard,2018,5.7,"['Drama', 'History', 'Romance']",English
